policy,allow_reserve,rr,ra,expected_total_shed,expected_weighted_shed_cost,expected_critical_shed,critical_served_ratio,secondary_served_ratio,tertiary_served_ratio,worst_scenario_id
priority_with_reserve,True,0.9713535643746704,0.9786138683373831,2.585407238140353,55.15571866613327,0.6210589697071396,0.9866493057812142,0.9855082095133735,0.9282038377181204,146
priority_no_reserve,False,0.9659008565395356,0.9735187518276205,3.077526763543255,75.26795983727584,1.0003502063661935,0.9784958105939734,0.9854451749365049,0.9234002991240191,76
uniform_with_reserve,True,0.9713535643746704,0.9658459705937318,2.585407238140353,129.27036190701764,2.585407238140353,0.9713535643746704,,,76
