timestamp,reserve_up,reserve_down
2024-09-01 00:00:00,0.19764810385955073,0.0
2024-09-01 01:00:00,0.1864249786374029,0.0
2024-09-01 02:00:00,0.1755728807308355,0.0
2024-09-01 03:00:00,0.166564229127558,0.0
2024-09-01 04:00:00,0.1598660478570133,0.0
2024-09-01 05:00:00,0.155159988601732,0.0
2024-09-01 06:00:00,0.1565815799775297,0.0
2024-09-01 07:00:00,0.1657330020925526,0.0
2024-09-01 08:00:00,0.1635394605818852,0.0
2024-09-01 09:00:00,0.17191147703410659,0.0
2024-09-01 10:00:00,0.1826042322734709,0.0
2024-09-01 11:00:00,0.1905764164866558,0.0
2024-09-01 12:00:00,0.18755803996735199,0.0
2024-09-01 13:00:00,0.1819770148687544,0.0
2024-09-01 14:00:00,0.1830241754266715,0.0
2024-09-01 15:00:00,0.1849739452683563,0.0
2024-09-01 16:00:00,0.1883812489319581,0.0
2024-09-01 17:00:00,0.19814188825331158,0.0
2024-09-01 18:00:00,0.2078258517950324,0.0
2024-09-01 19:00:00,0.2172139953133826,0.0
2024-09-01 20:00:00,0.2107074356745677,0.0
2024-09-01 21:00:00,0.20520946947703939,0.0
2024-09-01 22:00:00,0.198886760054798,0.0
2024-09-01 23:00:00,0.1852450460188126,0.0
