scenario,expected_fail_lines,probability
S1,1,0.249333
S2,0,0.242
S3,2,0.180333
S4,3,0.141
S5,4,0.087
S6,5,0.046667
S7,6,0.03
S8,7,0.013
S9,8,0.007
S10,9,0.003333
S11,12,0.000333
