scenario,expected_fail_lines,probability
S1,1,0.243667
S2,0,0.231333
S3,2,0.190333
S4,3,0.143333
S5,4,0.081
S6,5,0.051333
S7,6,0.032667
S8,7,0.015333
S9,8,0.005333
S10,9,0.003333
S11,10,0.001667
S12,11,0.000667
