model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.3408286152680715,0.34089624055323064,0.4270756203116793,0.4500192707689631,0.3368892071975602,0.33694515531468133,0.2025173306465149
baseline_gnn,0.20895413613319397,0.20914315582162818,0.3672151225985903,0.4520294212151599,0.2081500929262903,0.20834716802976544,0.20433059334754944
