scenario,expected_fail_lines,probability
S1,1,0.244333
S2,0,0.23
S3,2,0.189333
S4,3,0.142667
S5,4,0.085
S6,5,0.052333
S7,6,0.030333
S8,7,0.014667
S9,8,0.007
S10,9,0.003
S11,10,0.000667
S12,12,0.000667
