timestamp,L0,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L8,L9
2024-09-01 00:00:00,0.6998945975210553,0.691341982756683,0.594398840312224,0.6402613997279462,0.4817008244729572,0.6097990550376043,0.6634914765806088,0.647925690519822,0.5785914161876079,0.600907673847844,0.647332491742344,0.5826749883748252,0.5525083296312259,0.5477664281932589,0.632122516571444
2024-09-01 01:00:00,0.7243231826540003,0.7192176282148606,0.6200453250512745,0.6685469697472168,0.5188492384254575,0.6390135724303545,0.6924062929718369,0.6763033677893016,0.6055573410121198,0.6315820429707025,0.6824745241602637,0.6132793444744741,0.5827229199172516,0.5774147328367014,0.6604599438078492
2024-09-01 02:00:00,0.7416566068709439,0.7400248976342031,0.6412235460833131,0.6915104514302998,0.5491086071537064,0.66229621490838,0.715170303267112,0.698980842935998,0.6274965081355717,0.6567983556793355,0.7090872956681298,0.6385630806800945,0.607971217214398,0.6021250372865758,0.6829165570136793
2024-09-01 03:00:00,0.7513499237736067,0.7521514202576068,0.6542599355122383,0.70601549219116,0.5700331202851027,0.6773008877977047,0.7291469897801943,0.7135477727262417,0.6419074000814987,0.6736837969704967,0.7262904042220665,0.6555998481287149,0.6250976706805115,0.6188297492275108,0.697019349796165
2024-09-01 04:00:00,0.7548509323778114,0.7584629813824882,0.40986337210313056,0.714166759161044,0.5839422288908033,0.6868831819916681,0.7368446176260773,0.7224858032492155,0.651501657235356,0.6840771547954899,0.736043454018974,0.6670232812127277,0.6368318221525049,0.630545455781016,0.7046414846742047
2024-09-01 05:00:00,0.7535045771015427,0.7597660217816075,0.3813945450371842,0.7158304350106506,0.5893489868150968,0.6906089598619181,0.7386249151042841,0.7254296429959697,0.6555836305154601,0.6874534021885932,0.7381910929187393,0.6714924829455788,0.641827209684814,0.6358194469664448,0.705869779994176
2024-09-01 06:00:00,0.7473500888027705,0.7563686855941487,0.37648535944108685,0.5054921124529811,0.5863620820736622,0.6887316786571281,0.7349311072000372,0.7226453851498527,0.6544581938135104,0.6839307721872456,0.7329080591758842,0.6692885003534447,0.6402077846161427,0.6347966722068737,0.7009067644997382
2024-09-01 07:00:00,0.6347221434012021,0.7447822004628183,0.3630611408757501,0.4188713338573452,0.5707569639903991,0.6775233863480553,0.7227708590642415,0.7107027678847674,0.6446323220024032,0.6702887999087174,0.7167834127568982,0.6566324564734314,0.6280758975348939,0.6233962803423411,0.6867982627229028
2024-09-01 08:00:00,0.5595155330640833,0.6018482760219244,0.3573879714145802,0.41313684367167275,0.564648185711472,0.6736849249575348,0.5408238323635219,0.705277331061241,0.6424182936438645,0.6646877796536003,0.70464151103176,0.6529556023378199,0.6255296741327464,0.6218596741007758,0.6783138492941604
2024-09-01 09:00:00,0.417307531128362,0.5112597894826691,0.3340305564838169,0.3893440072372874,0.532509903791244,0.6504141711054746,0.46544038496223555,0.6815015476218693,0.6218704771784069,0.6436528421373822,0.6671790049566235,0.6273377815676433,0.6017518324501214,0.598931634786048,0.5153695434415462
