scenario,expected_fail_lines,probability
S1,1,0.24
S2,0,0.225
S3,2,0.178333
S4,3,0.143
S5,4,0.088333
S6,5,0.051
S7,6,0.037333
S8,7,0.019667
S9,8,0.011
S10,9,0.003667
S11,10,0.001667
S12,12,0.000667
S13,11,0.000333
