label_method,model_group,n,val_mae_mean,val_mae_std,best_val_mse_mean,high_risk_mae_mean
c3po_ref,A0_baseline,5,0.1259277259287509,0.023107776236377338,0.024851882830262184,0.3169113813684537
c3po_ref,A1_metapath_fixed,5,0.022068584975151514,0.006739915891489315,0.0010581261361949147,0.07471281989262654
c3po_ref,A2_metapath_adaptive_global,5,0.02394760788898125,0.005249107626594063,0.0010871952050365507,0.07042407135550792
c3po_ref,A3_metapath_adaptive_context,5,0.02410200765751528,0.004246579002907021,0.0012338081491179765,0.08974022681896503
wang_qmc,A0_baseline,5,0.35671836491787073,0.009058179469853177,0.2058928281068802,0.18532490094502768
wang_qmc,A1_metapath_fixed,5,0.36329019871625035,0.026857173023088564,0.20659036040306092,0.1992278398076693
wang_qmc,A2_metapath_adaptive_global,5,0.36329039483359366,0.02685695533360737,0.20659025609493256,0.19922827258706094
wang_qmc,A3_metapath_adaptive_context,5,0.3598516135865992,0.02266162673736377,0.20680364668369294,0.19180120915174484
