label_method,delta_val_mae_A0_minus_A1_metapath_fixed,delta_best_val_mse_A0_minus_A1_metapath_fixed,delta_hr_mae_A0_minus_A1_metapath_fixed,delta_val_mae_A0_minus_A2_metapath_adaptive_global,delta_best_val_mse_A0_minus_A2_metapath_adaptive_global,delta_hr_mae_A0_minus_A2_metapath_adaptive_global,delta_val_mae_A0_minus_A3_metapath_adaptive_context,delta_best_val_mse_A0_minus_A3_metapath_adaptive_context,delta_hr_mae_A0_minus_A3_metapath_adaptive_context
c3po_ref,0.10385914095359938,0.023793756694067268,0.24219856147582713,0.10198011803976965,0.023764687625225635,0.24648731001294574,0.10182571827123561,0.023618074681144206,0.22717115454948864
wang_qmc,-0.0065718337983796,-0.0006975322961807251,-0.013902938862641656,-0.006572029915722944,-0.0006974279880523681,-0.013903371642033263,-0.00313324866872845,-0.0009108185768127441,-0.006476308206717174
