"timestamp","selected_strategy","hourly_line_risk","hourly_uncertainty","top3_hourly_line_risk","total_generation_mw","reserve_up_mw","total_load_shedding_mw","shedding_node_count","overload_line_count","max_line_loading","max_loading_line","failure_prob_mean","failure_prob_max","contingency_expected_fail_lines","contingency_expected_disconnected_loads"
"2024-09-01 00:00:00","Robust_UC","1","0.241434","L8:0.4056|L12:0.4040|L4:0.4012","0.1893518961404492","0.19764810385955073","0.9556082335230537","10","0","0.0202171277179121","L4","0.9999992781741917","1","15","4"
"2024-09-01 17:00:00","SCUC","0.432959","0.048168","L4:0.2601|L3:0.1604|L8:0.1588","0.41716540914928857","0.19814188825331158","0.8002608438023198","10","0","0.0221916546300295","L1","0.028870550516021075","0.4329585693205872","0.42578125","0"
