scenario_id,scenario_cost,is_worst,total_ls
0,58895.68945031469,1,38.74057266877835
1,54533.827031461384,0,36.88552369730172
2,58585.38708252058,0,38.611280015530795
3,43825.34447982774,0,30.085915937938296
4,50531.23763690095,0,35.03047472582503
