method,mae_empirical_vs_input_probability,high_risk_threshold,high_risk_coverage,high_risk_event_rate,low_risk_event_rate,risk_lift_ratio,avg_outage_rate,multi_line_event_rate_ge2,severe_multi_line_event_rate_ge4,avg_disconnected_loads,max_disconnected_loads,multi_load_event_rate_ge2,severe_multi_load_event_rate_ge4,scenario_diversity_hamming
trim_ref,0.0034614919772910637,0.9999999606920728,1.0,1.0,0.08796698173868313,11.367901685778245,0.17917028356481482,0.3397894965277778,0.2135959201388889,0.9549153645833334,4,0.2640516493055556,0.1391059027777778,0.016940553999377536
