scenario_id,probability
0,0.034999999999999996
1,0.26999999999999996
2,0.10499999999999997
3,0.059999999999999984
4,0.06999999999999999
5,0.11499999999999998
6,0.08499999999999999
7,0.10999999999999997
8,0.054999999999999986
9,0.09499999999999997
