model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.05033918552160744,0.1513009070776511,0.0062042730255006924,0.006210559042532431,0.009500591934526733,0.025101798218629477,3.857104093185626e-05
baseline_gnn,0.0472561887972935,0.15299884732041516,6.0228005310275636e-05,6.543649687928726e-05,0.003920644817090405,0.025285618304461535,4.281935250816105e-09
