timestamp,hour_index,hourly_line_risk,hourly_uncertainty,global_expected_nk_fail_lines,global_max_critical_outage_prob,global_high_line_ratio,selected_strategy,reason
2024-09-01 00:00:00,0,1.0,0.08849,1.808659,0.291,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 01:00:00,1,1.0,0.099454,1.808659,0.291,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 02:00:00,2,0.0,0.13232,1.808659,0.291,0.333333,SCUC,normal operating condition
2024-09-01 03:00:00,3,1.0,0.087562,1.808659,0.291,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 04:00:00,4,0.000238,0.136417,1.808659,0.291,0.333333,SCUC,normal operating condition
2024-09-01 05:00:00,5,4e-06,0.121616,1.808659,0.291,0.333333,SCUC,normal operating condition
