metapath_topk,hidden_dim,epochs,lr,weight_decay,train_ratio,runs,success_runs,delta_val_mae_mean,delta_val_mae_std,delta_horizon_mae_mean,delta_horizon_mae_std,delta_best_val_mse_mean,delta_best_val_mse_std,metapath_val_mae_mean,baseline_val_mae_mean,metapath_horizon_mae_mean,baseline_horizon_mae_mean,val_mae_win_rate,horizon_mae_win_rate
4,80,300,0.006,0.0001,0.7,3,3,0.02612157451383997,0.01440086633993559,0.05529807105039556,0.04282263251750948,0.0005250076452890754,0.009388136064360621,0.3718207304345236,0.39794230494836363,0.3165270278306195,0.37182509888101506,1.0,1.0
