scenario,expected_fail_lines,probability
S1,1,0.239
S2,0,0.228667
S3,2,0.185667
S4,3,0.139333
S5,4,0.094333
S6,5,0.052333
S7,6,0.034333
S8,7,0.014667
S9,8,0.007333
S10,9,0.003667
S11,10,0.000333
S12,12,0.000333
