model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,priority_index,rapidity,reliability_score,total_demand,solve_success,fallback_relaxation,solver_status
Contextual_Adaptive,4797.30345714007,194.44929025416795,36.44326800849325,12.0,4554.410898877408,3.8244427115372024,0.7522625278584271,0.049787068367863944,0.4490525868621065,6.941574858760621,True,False,contextual_selection
