timestamp,hour_index,hourly_line_risk,hourly_uncertainty,global_expected_nk_fail_lines,global_max_critical_outage_prob,global_high_line_ratio,selected_strategy,reason
2024-09-01 00:00:00,0,1.0,0.321097,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 01:00:00,1,1.0,0.34184,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 02:00:00,2,1.0,0.01119,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 03:00:00,3,1.0,0.023753,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 04:00:00,4,1.0,0.313033,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 05:00:00,5,1.0,0.308802,1.974989,0.343333,0.333333,Robust_UC,extreme weather / high outage risk
