model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,fp_at_10_true_rank_gt_30,fp_at_20_true_rank_gt_50,num_parameters
metapath_v1_local_gate,145.71999049186707,128,0.0016040122030062775,8.518098091899033e-05,0.006299403437011248,0.002709810027065705,8.51809891173616e-05,,0,0.0,0.016285963235016188,410,0.10019550342130987,0.4403206034503848,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.06943122193677727,0.2,0.2,1.0,0.16789036419968137,6.0,1.0,100564
