scenario_id,probability
0,0.09499999999999997
1,0.13499999999999998
2,0.09499999999999997
3,0.19999999999999996
4,0.06499999999999999
5,0.08499999999999999
6,0.059999999999999984
7,0.10499999999999997
8,0.059999999999999984
9,0.09999999999999998
