model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.0015394671128371791,0.0015432922966772634,0.0015598290312201339,0.001562014871630238,0.0014896240379218193,0.001492616991337284,2.439890295136138e-06
baseline_gnn,0.0041263582171892285,0.004128013264698785,0.004103398540117327,0.0041050108440454595,0.004140310615967078,0.004142076531571797,1.6851114196470007e-05
