scenario,expected_fail_lines,probability
S1,1,0.238667
S2,0,0.228
S3,2,0.185333
S4,3,0.14
S5,4,0.095667
S6,5,0.051667
S7,6,0.033333
S8,7,0.015333
S9,8,0.008667
S10,9,0.002667
S11,10,0.000333
S12,12,0.000333
