model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.15156034763654072,0.15166548273933853,0.34228775826367464,0.4615183164067172,0.15088858471976385,0.1509828739593377,0.2129991501569748
baseline_gnn,0.1702810107866923,0.17030534190193078,0.35004202019084585,0.4562191311182853,0.1701106972164578,0.1701406392172774,0.20813588798046112
