scenario,expected_fail_lines,probability
S1,1,0.253667
S2,0,0.241333
S3,2,0.208
S4,3,0.124333
S5,4,0.081667
S6,5,0.045667
S7,6,0.027
S8,7,0.010333
S9,8,0.005
S10,9,0.002
S11,10,0.001
