scenario,expected_fail_lines,probability
S1,0,0.250333
S2,1,0.249333
S3,2,0.182333
S4,3,0.119667
S5,4,0.084
S6,5,0.054333
S7,6,0.029
S8,7,0.016
S9,8,0.009333
S10,9,0.004333
S11,10,0.001
S12,11,0.000333
