scenario_id,scenario_cost,is_worst,total_ls
0,58895.689450314756,1,38.74057266877837
1,54533.827031461355,0,36.88552369730171
2,58585.38708252056,0,38.611280015530795
3,43825.34447982761,0,30.08591593793824
4,50531.23763690094,0,35.03047472582503
