scenario_id,scenario_cost,is_worst,total_ls
0,26356.119366009705,1,20.020460818948187
1,19422.37150674746,0,15.599133550637797
2,23311.50006136534,0,18.220004407881202
3,25536.772663984066,0,19.646706946785997
4,13085.32650336254,0,11.177806282327571
