method,mae_empirical_vs_input_probability,high_risk_threshold,high_risk_coverage,high_risk_event_rate,low_risk_event_rate,risk_lift_ratio,avg_outage_rate,multi_line_event_rate_ge2,severe_multi_line_event_rate_ge4,avg_disconnected_loads,max_disconnected_loads,multi_load_event_rate_ge2,severe_multi_load_event_rate_ge4,scenario_diversity_hamming
wang_mc,0.738338681507307,0.9999999606920728,1.0,1.0,0.9074074074074074,1.1020408163265305,0.9166666666666666,0.9166666666666666,0.9166666666666666,3.6666666666666665,4,0.9166666666666666,0.9166666666666666,0.0
