scenario_id,probability
0,0.09499999999999997
1,0.14999999999999997
2,0.09499999999999997
3,0.19499999999999995
4,0.059999999999999984
5,0.08499999999999999
6,0.059999999999999984
7,0.09999999999999998
8,0.054999999999999986
9,0.10499999999999997
