scenario,expected_fail_lines,probability
S1,0,0.257333
S2,1,0.235
S3,2,0.176333
S4,3,0.133667
S5,4,0.087
S6,5,0.052
S7,6,0.033667
S8,7,0.014333
S9,8,0.007
S10,9,0.003
S11,10,0.000333
S12,12,0.000333
