model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.05344023488782426,0.15620773587290238,0.0061492545204510215,0.006875613308289462,0.10040826113666342,0.22364454749126622,,0.0061492545204510215,0.4137175293366394,0.6388559611763116,4.7274053940782323e-05
baseline_gnn,0.057236118842397,0.15945681187278998,0.011412894439074199,0.011419297799770039,0.10327514181185621,0.22826371221456937,,0.011412894439074199,0.4201235239705086,0.6529107978422286,0.00013040036719758064
