policy,allow_reserve,rr,ra,expected_total_shed,expected_weighted_shed_cost,expected_critical_shed,critical_served_ratio,secondary_served_ratio,tertiary_served_ratio,worst_scenario_id
priority_with_reserve,True,0.35186334546120457,0.40033276438723564,58.49583591708679,1532.4254482404722,13.642966836926146,0.6691465624392573,0.11572351274694836,0.035171323888845765,251
priority_no_reserve,False,0.22703968047877357,0.2565765634665679,69.7614611124053,2077.583473825976,24.183662665027782,0.4135258099523044,0.09178920574774305,0.035171323888845765,153
uniform_with_reserve,True,0.35186334546120457,0.24678686828912968,58.49583591708679,2924.791795854339,58.49583591708678,0.3518633454612046,,,86
