method,mae_empirical_vs_input_probability,high_risk_threshold,high_risk_coverage,high_risk_event_rate,low_risk_event_rate,risk_lift_ratio,avg_outage_rate,multi_line_event_rate_ge2,severe_multi_line_event_rate_ge4,avg_disconnected_loads,max_disconnected_loads,multi_load_event_rate_ge2,severe_multi_load_event_rate_ge4,scenario_diversity_hamming
c3po_ref,0.0025099257272996113,0.05269993237892785,1.0,0.34072994402985074,0.0018063003028542981,188.63416204461274,0.03571891101030466,0.3303493923611111,0.2962239583333333,0.7868381076388888,13,0.1523980034722222,0.1003689236111111,0.03475346082279985
