scenario,expected_fail_lines,probability
S1,1,0.238667
S2,0,0.234
S3,2,0.183333
S4,3,0.141
S5,4,0.091333
S6,5,0.051333
S7,6,0.032
S8,7,0.016
S9,8,0.007
S10,9,0.004667
S11,10,0.000333
S12,12,0.000333
