label_method,delta_val_mae_A0_minus_A1_metapath_fixed,delta_best_val_mse_A0_minus_A1_metapath_fixed,delta_hr_mae_A0_minus_A1_metapath_fixed,delta_val_mae_A0_minus_A2_metapath_adaptive_global,delta_best_val_mse_A0_minus_A2_metapath_adaptive_global,delta_hr_mae_A0_minus_A2_metapath_adaptive_global,delta_val_mae_A0_minus_A3_metapath_adaptive_context,delta_best_val_mse_A0_minus_A3_metapath_adaptive_context,delta_hr_mae_A0_minus_A3_metapath_adaptive_context
c3po_ref,,,,,,,,,
