timestamp,load_bus,priority_level,priority_weight,demand,shed,served,shed_correction,served_correction,is_corrected
2024-09-01 00:00:00,1,1,1.0,0.1494246833302445,0.0,0.1494246833302445,0.0,0.0,False
2024-09-01 00:00:00,3,1,1.0,0.1494246833302445,0.0,0.1494246833302445,0.0,0.0,False
2024-09-01 00:00:00,4,1,1.0,0.1494246833302445,0.0916618826318259,0.057762800698418604,0.0,6.938893903907228e-18,False
2024-09-01 00:00:00,5,1,1.0,0.1494246833302445,0.0,0.1494246833302445,0.0,0.0,False
2024-09-01 00:00:00,6,2,0.5,0.0950884348465192,0.0950884348465192,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,7,2,0.5,0.0950884348465192,0.0950884348465192,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,8,2,0.5,0.0950884348465192,0.0950884348465192,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,9,2,0.5,0.0950884348465192,0.0950884348465192,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,10,3,0.2,0.0679203106046566,0.0679203106046566,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,11,3,0.2,0.0679203106046566,0.0679203106046566,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,12,3,0.2,0.0679203106046566,0.0679203106046566,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,13,3,0.2,0.0679203106046566,0.0679203106046566,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,14,3,0.2,0.0679203106046566,0.0679203106046566,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 01:00:00,1,1,1.0,0.1409398463925383,0.0,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,3,1,1.0,0.1409398463925383,0.0,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,4,1,1.0,0.1409398463925383,0.0,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,5,1,1.0,0.1409398463925383,0.0,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,6,2,0.5,0.089688993158888,0.089688993158888,0.0,-0.017937798631777607,0.0179377986317776,True
2024-09-01 01:00:00,7,2,0.5,0.089688993158888,0.083698099959474,0.005990893199413996,0.0,9.627715291671279e-17,False
2024-09-01 01:00:00,8,2,0.5,0.089688993158888,0.089688993158888,0.0,-0.017937798631777607,0.0179377986317776,True
2024-09-01 01:00:00,9,2,0.5,0.089688993158888,0.089688993158888,0.0,-0.017937798631777607,0.0179377986317776,True
2024-09-01 01:00:00,10,3,0.2,0.0640635665420628,0.0640635665420628,0.0,-0.012812713308412604,0.0128127133084125,True
2024-09-01 01:00:00,11,3,0.2,0.0640635665420628,0.0640635665420628,0.0,-0.012812713308412604,0.0128127133084125,True
2024-09-01 01:00:00,12,3,0.2,0.0640635665420628,0.0640635665420628,0.0,-0.012812713308412604,0.0128127133084125,True
2024-09-01 01:00:00,13,3,0.2,0.0640635665420628,0.0640635665420628,0.0,-0.012812713308412604,0.0128127133084125,True
2024-09-01 01:00:00,14,3,0.2,0.0640635665420628,0.0640635665420628,0.0,-0.012812713308412604,0.0128127133084125,True
2024-09-01 02:00:00,1,1,1.0,0.1327355112054427,0.0,0.1327355112054427,0.0,0.0,False
2024-09-01 02:00:00,3,1,1.0,0.1327355112054427,0.0,0.1327355112054427,0.0,0.0,False
2024-09-01 02:00:00,4,1,1.0,0.1327355112054427,0.0,0.1327355112054427,0.0,0.0,False
2024-09-01 02:00:00,5,1,1.0,0.1327355112054427,0.0,0.1327355112054427,0.0,0.0,False
2024-09-01 02:00:00,6,2,0.5,0.0844680525852817,0.0844680525852817,0.0,-0.016893610517056304,0.0168936105170563,True
2024-09-01 02:00:00,7,2,0.5,0.0844680525852817,0.0844680525852817,0.0,-0.016893610517056304,0.0168936105170563,True
2024-09-01 02:00:00,8,2,0.5,0.0844680525852817,0.0182176919231977,0.066250360662084,0.0,1.1102230246251565e-16,False
2024-09-01 02:00:00,9,2,0.5,0.0844680525852817,0.0,0.0844680525852817,0.0,0.0,False
2024-09-01 02:00:00,10,3,0.2,0.0603343232752012,0.0603343232752012,0.0,-0.012066864655040206,0.0120668646550402,True
