category,severity,timestamp,entity,rule,value,threshold,detail
load,critical,2024-09-01 15:00:00,bus:14,shed<=demand,0.0762779155745799,0.0635649296454833,Load shedding exceeds demand.
load,critical,2024-09-01 15:00:00,bus:14,served>=0,-0.0127129859290966,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:1,shed<=demand,0.1709025763506425,0.1424188136255354,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:1,served>=0,-0.028483762725107,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:6,shed<=demand,0.1087561849504088,0.0906301541253407,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:6,served>=0,-0.0181260308250681,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:7,shed<=demand,0.1087561849504088,0.0906301541253407,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:7,served>=0,-0.0181260308250681,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:8,shed<=demand,0.1087561849504088,0.0906301541253407,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:8,served>=0,-0.0181260308250681,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:9,shed<=demand,0.1087561849504088,0.0906301541253407,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:9,served>=0,-0.0181260308250681,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:10,shed<=demand,0.077682989250292,0.0647358243752433,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:10,served>=0,-0.0129471648750486,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:11,shed<=demand,0.077682989250292,0.0647358243752433,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:11,served>=0,-0.0129471648750486,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:12,shed<=demand,0.077682989250292,0.0647358243752433,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:12,served>=0,-0.0129471648750486,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:13,shed<=demand,0.077682989250292,0.0647358243752433,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:13,served>=0,-0.0129471648750486,0.0,Negative served load.
load,critical,2024-09-01 16:00:00,bus:14,shed<=demand,0.077682989250292,0.0647358243752433,Load shedding exceeds demand.
load,critical,2024-09-01 16:00:00,bus:14,served>=0,-0.0129471648750486,0.0,Negative served load.
