timestamp,load_bus,demand,shed_original,shed,served_original,served,shed_correction,served_correction,is_corrected
2024-09-01 00:00:00,1,0.1494246833302445,0.0,0.0,0.1494246833302445,0.1494246833302445,0.0,0.0,False
2024-09-01 00:00:00,3,0.1494246833302445,0.0,0.0,0.1494246833302445,0.1494246833302445,0.0,0.0,False
2024-09-01 00:00:00,4,0.1494246833302445,0.0916618826318259,0.0916618826318259,0.0577628006984186,0.057762800698418604,0.0,6.938893903907228e-18,False
2024-09-01 00:00:00,5,0.1494246833302445,0.0,0.0,0.1494246833302445,0.1494246833302445,0.0,0.0,False
2024-09-01 00:00:00,6,0.0950884348465192,0.1141061218158231,0.0950884348465192,-0.0190176869693038,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,7,0.0950884348465192,0.1141061218158231,0.0950884348465192,-0.0190176869693038,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,8,0.0950884348465192,0.1141061218158231,0.0950884348465192,-0.0190176869693038,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,9,0.0950884348465192,0.1141061218158231,0.0950884348465192,-0.0190176869693038,0.0,-0.019017686969303893,0.0190176869693038,True
2024-09-01 00:00:00,10,0.0679203106046566,0.0815043727255879,0.0679203106046566,-0.0135840621209313,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,11,0.0679203106046566,0.0815043727255879,0.0679203106046566,-0.0135840621209313,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,12,0.0679203106046566,0.0815043727255879,0.0679203106046566,-0.0135840621209313,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,13,0.0679203106046566,0.0815043727255879,0.0679203106046566,-0.0135840621209313,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 00:00:00,14,0.0679203106046566,0.0815043727255879,0.0679203106046566,-0.0135840621209313,0.0,-0.0135840621209313,0.0135840621209313,True
2024-09-01 01:00:00,1,0.1409398463925383,0.0,0.0,0.1409398463925383,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,3,0.1409398463925383,0.0,0.0,0.1409398463925383,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,4,0.1409398463925383,0.0,0.0,0.1409398463925383,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,5,0.1409398463925383,0.0,0.0,0.1409398463925383,0.1409398463925383,0.0,0.0,False
2024-09-01 01:00:00,6,0.089688993158888,0.1076267917906656,0.089688993158888,-0.0179377986317776,0.0,-0.017937798631777607,0.0179377986317776,True
2024-09-01 01:00:00,7,0.089688993158888,0.083698099959474,0.083698099959474,0.0059908931994139,0.005990893199413996,0.0,9.627715291671279e-17,False
2024-09-01 01:00:00,8,0.089688993158888,0.1076267917906656,0.089688993158888,-0.0179377986317776,0.0,-0.017937798631777607,0.0179377986317776,True
2024-09-01 01:00:00,9,0.089688993158888,0.1076267917906656,0.089688993158888,-0.0179377986317776,0.0,-0.017937798631777607,0.0179377986317776,True
2024-09-01 01:00:00,10,0.0640635665420628,0.0768762798504754,0.0640635665420628,-0.0128127133084125,0.0,-0.012812713308412604,0.0128127133084125,True
2024-09-01 01:00:00,11,0.0640635665420628,0.0768762798504754,0.0640635665420628,-0.0128127133084125,0.0,-0.012812713308412604,0.0128127133084125,True
