timestamp,line_id,from_bus,to_bus,flow_mw,limit_mw,loading,overload_flag,selected_strategy,static_risk_prob,static_risk_level,predicted_fail_hour,hourly_risk_prob,effective_risk_prob,flow_abs_mw,stress_score,high_risk_flag,near_overload_flag,action_priority,recommended_action,critical_line_flag
2024-09-01 00:00:00,L11,13,14,0.0,4.63655878779627,0.0,0,Robust_UC,0.678129,LOW,-,0.6781291821921328,0.6781291821921328,0.0,0.30515813198645975,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 00:00:00,L10,12,13,0.0,4.652438741069581,0.0,0,Robust_UC,0.670666,LOW,-,0.6706663190472824,0.6706663190472824,0.0,0.3017998435712771,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L4,5,6,-0.0664867847853741,3.4335886719629705,0.0193636428638855,0,Robust_UC,0.687046,HIGH,6,0.6869394619663255,0.6869394619663255,0.0664867847853741,0.31856036296933155,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L3,4,5,0.0650542113241854,3.4362151709492705,0.018931937637134,0,Robust_UC,0.685386,MEDIUM,5,0.6851014783445034,0.6851014783445034,0.0650542113241854,0.3175159031206487,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L13,11,4,0.062808534027197,3.4367309773767003,0.0182756620872139,0,Robust_UC,0.68506,MEDIUM,5,0.6846325129156192,0.6846325129156192,0.062808534027197,0.3169835350345467,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L8,10,11,0.0502795941733682,3.4354288034816856,0.0146356094244804,0,Robust_UC,0.685883,HIGH,5,0.6855117579288625,0.6855117579288625,0.0502795941733682,0.31560933083554343,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L5,7,8,-0.0454964394701136,3.4351471668433957,0.0132443931105056,0,Robust_UC,0.686061,HIGH,5,0.6854550649390587,0.6854550649390587,0.0454964394701136,0.3149060040791814,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L2,3,4,0.0463156132603768,3.4391438755418253,0.0134671926899481,0,Robust_UC,0.683535,MEDIUM,5,0.6830227202052346,0.6830227202052346,0.0463156132603768,0.3139134212507607,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L6,8,9,-0.0374229848034332,3.436276877853165,0.010890561539038,0,Robust_UC,0.685347,MEDIUM,5,0.6848308062339142,0.6848308062339142,0.0374229848034332,0.31347719775174865,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L12,6,7,-0.0288999652238878,3.43300324749012,0.0084182749448363,0,Robust_UC,0.687416,HIGH,6,0.6871569679979609,0.6871569679979609,0.0288999652238878,0.3133239670871485,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L9,3,8,-0.0295133648948113,3.4387340784108305,0.0085826249491355,0,Robust_UC,0.683794,MEDIUM,5,0.6831330327408094,0.6831330327408094,0.0295133648948113,0.31158639838763763,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L7,9,10,0.000163834758053,3.43507280211306,4.769469746093838e-05,0,Robust_UC,0.686108,HIGH,5,0.6857458583542732,0.6857458583542732,0.000163834758053,0.3086088706917841,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L1,2,3,0.0108721843289529,3.440684965910896,0.003159889509406,0,Robust_UC,0.682561,LOW,-,0.6817706449187536,0.6817706449187536,0.0108721843289529,0.3083336155234712,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L0,1,2,0.0108721843289529,3.442276687585725,0.0031584283646235,0,Robust_UC,0.681555,LOW,-,0.6805463688746377,0.6805463688746377,0.0108721843289529,0.3077812073121843,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L14,14,8,-0.0,4.6258728538101295,0.0,0,Robust_UC,0.683151,LOW,-,0.682570435450852,0.682570435450852,0.0,0.3071566959528834,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L11,13,14,0.0,4.63655878779627,0.0,0,Robust_UC,0.678129,LOW,-,0.677259406778181,0.677259406778181,0.0,0.3047667330501814,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 01:00:00,L10,12,13,0.0,4.652438741069581,0.0,0,Robust_UC,0.670666,LOW,-,0.6693883556251068,0.6693883556251068,0.0,0.30122476003129806,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 02:00:00,L4,5,6,-0.0564773867987575,3.4335886719629705,0.016448501027489,0,Robust_UC,0.687046,HIGH,6,0.6866641010105311,0.6866641010105311,0.0564773867987575,0.3170147398485625,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 02:00:00,L7,9,10,-0.0510969128263511,3.43507280211306,0.0148750596479117,0,Robust_UC,0.686108,HIGH,5,0.6851391937288361,0.6851391937288361,0.0510969128263511,0.3155572053295131,True,False,low,monitor corridor and pre-position reserve,False
2024-09-01 02:00:00,L3,4,5,0.0473094351187605,3.4362151709492705,0.0137678907650277,0,Robust_UC,0.685386,MEDIUM,5,0.6845995760367177,0.6845995760367177,0.0473094351187605,0.31477366942041424,True,False,low,monitor corridor and pre-position reserve,False
