timestamp,load_bus,node_type,incident_line_count,critical_incident_line_count,max_incident_stress,mean_incident_stress,demand,served,served_ratio,priority_level,priority_weight,vulnerability_score,vulnerability_level,recommended_action,adjacent_high_stress_flag,loss_of_supply_score,action_priority
2024-09-01 00:00:00,6,load,2,0,0.318677880080672,0.31641704198729614,0.0950884348465192,0.0,0.0,2,0.5,0.4816884544337617,medium,monitor,False,0.5934050460363024,medium
2024-09-01 00:00:00,7,load,2,0,0.3141562038939203,0.31332961159619116,0.0950884348465192,0.0,0.0,2,0.5,0.4790362140715024,medium,monitor,False,0.5913702917522641,medium
2024-09-01 00:00:00,8,load,4,0,0.3139235291553213,0.3118913362502739,0.0950884348465192,0.0,0.0,2,0.5,0.4786438553699494,medium,monitor,False,0.5912655881198946,medium
2024-09-01 00:00:00,9,load,2,0,0.31372092082032216,0.31155106451964554,0.0950884348465192,0.0,0.0,2,0.5,0.4784846272730741,medium,monitor,False,0.591174414369145,medium
2024-09-01 00:00:00,4,load,3,0,0.31966409040373356,0.3144378867877025,0.1494246833302445,0.057762800698418604,0.3865679980780461,1,1.0,0.47942281842361134,medium,monitor,False,0.558550041354364,medium
2024-09-01 00:00:00,11,load,2,0,0.3154475879080661,0.3148546211420228,0.0679203106046566,0.0,0.0,3,0.2,0.43492233878703435,low,monitor,False,0.5319514145586297,medium
2024-09-01 00:00:00,10,load,2,0,0.3142616543759794,0.3118214312974742,0.0679203106046566,0.0,0.0,3,0.2,0.4337820307286856,low,monitor,False,0.5314177444691908,medium
2024-09-01 00:00:00,14,load,2,0,0.3074178757269899,0.30628800385672483,0.0679203106046566,0.0,0.0,3,0.2,0.42959564484849044,low,monitor,False,0.5283380440771455,medium
2024-09-01 00:00:00,13,load,2,0,0.30515813198645975,0.3034789877788684,0.0679203106046566,0.0,0.0,3,0.2,0.42801695694968056,low,monitor,False,0.5273211593939069,medium
2024-09-01 00:00:00,12,load,1,0,0.3017998435712771,0.3017998435712771,0.0679203106046566,0.0,0.0,3,0.2,0.4261698983213301,low,monitor,False,0.5258099296070747,medium
2024-09-01 00:00:00,5,load,2,0,0.31966409040373356,0.3191709852422028,0.1494246833302445,0.1494246833302445,1.0,1,1.0,0.35768303773012067,low,monitor,False,0.3438488406816801,low
2024-09-01 00:00:00,3,load,3,0,0.3139235291553213,0.3105751587595475,0.1494246833302445,0.1494246833302445,1.0,1,1.0,0.3533806198718041,low,monitor,False,0.3412655881198946,low
2024-09-01 00:00:00,1,load,1,0,0.30914540111718464,0.30914540111718464,0.1494246833302445,0.1494246833302445,1.0,1,1.0,0.35094451072617006,low,monitor,False,0.3391154305027331,low
2024-09-01 01:00:00,6,load,2,0,0.31856036296933155,0.31594216502824,0.089688993158888,0.0,0.0,2,0.5,0.48154059634184726,medium,monitor,False,0.5933521633361992,medium
2024-09-01 01:00:00,8,load,4,0,0.3149060040791814,0.3117815740428628,0.089688993158888,0.0,0.0,2,0.5,0.4790640166442042,medium,monitor,False,0.5917077018356316,medium
2024-09-01 01:00:00,9,load,2,0,0.31347719775174865,0.3110430342217664,0.089688993158888,0.0,0.0,2,0.5,0.4782733458326402,medium,monitor,False,0.5910647389882868,medium
2024-09-01 01:00:00,7,load,2,0,0.3149060040791814,0.314114985583165,0.089688993158888,0.005990893199413996,0.06679630340816588,2,0.5,0.4661714382706315,medium,monitor,False,0.5683289956427736,medium
2024-09-01 01:00:00,11,load,2,0,0.3169835350345467,0.31629643293504506,0.0640635665420628,0.0,0.0,3,0.2,0.43590187735255503,low,monitor,False,0.532642590765546,medium
2024-09-01 01:00:00,10,load,2,0,0.31560933083554343,0.31210910076366377,0.0640635665420628,0.0,0.0,3,0.2,0.43444601902872737,low,monitor,False,0.5320241988759945,medium
2024-09-01 01:00:00,14,load,2,0,0.3071566959528834,0.3059617145015324,0.0640635665420628,0.0,0.0,3,0.2,0.42941285607910407,low,monitor,False,0.5282205131787976,medium
2024-09-01 01:00:00,13,load,2,0,0.3047667330501814,0.30299574654073974,0.0640635665420628,0.0,0.0,3,0.2,0.4277441791807296,low,monitor,False,0.5271450298725816,medium
2024-09-01 01:00:00,12,load,1,0,0.30122476003129806,0.30122476003129806,0.0640635665420628,0.0,0.0,3,0.2,0.4257960940203438,low,monitor,False,0.5255511420140841,medium
2024-09-01 01:00:00,5,load,2,0,0.31856036296933155,0.3180381330449901,0.1409398463925383,0.1409398463925383,1.0,1,1.0,0.3569597899451973,low,monitor,False,0.3433521633361992,low
2024-09-01 01:00:00,4,load,3,0,0.3175159031206487,0.31613761980198535,0.1409398463925383,0.1409398463925383,1.0,1,1.0,0.356109680364689,low,monitor,False,0.3428821564042919,low
2024-09-01 01:00:00,3,load,3,0,0.3139134212507607,0.3112778117206232,0.1409398463925383,0.1409398463925383,1.0,1,1.0,0.353516601906967,low,monitor,False,0.34126103956284237,low
2024-09-01 01:00:00,1,load,1,0,0.3077812073121843,0.3077812073121843,0.1409398463925383,0.1409398463925383,1.0,1,1.0,0.35005778475291977,low,monitor,False,0.33850154329048293,low
2024-09-01 02:00:00,6,load,2,0,0.3170147398485625,0.31308573718875515,0.0844680525852817,0.0,0.0,2,0.5,0.48027378036960416,medium,monitor,False,0.5926566329318531,medium
2024-09-01 02:00:00,7,load,2,0,0.3091567345289478,0.3087665153922079,0.0844680525852817,0.0,0.0,2,0.5,0.4758738336164681,medium,monitor,False,0.5891205305380265,medium
2024-09-01 02:00:00,10,load,2,0,0.3155572053295131,0.31350655774609204,0.0603343232752012,0.0,0.0,3,0.2,0.4347020539474993,low,monitor,False,0.5320007423982809,medium
2024-09-01 02:00:00,11,load,2,0,0.3136510960872571,0.3125535031249641,0.0603343232752012,0.0,0.0,3,0.2,0.43365369386425856,low,monitor,False,0.5311429932392657,medium
2024-09-01 02:00:00,14,load,2,0,0.30670603999608576,0.305404096000096,0.0603343232752012,0.0,0.0,3,0.2,0.42909853719825786,low,monitor,False,0.5280177179982386,medium
2024-09-01 02:00:00,13,load,2,0,0.3041021520041062,0.302191142670871,0.0603343232752012,0.0,0.0,3,0.2,0.42728419693602204,low,monitor,False,0.5268459684018478,medium
2024-09-01 02:00:00,12,load,1,0,0.3002801333376358,0.3002801333376358,0.0603343232752012,0.0,0.0,3,0.2,0.42518208666946333,low,monitor,False,0.5251260600019361,medium
2024-09-01 02:00:00,5,load,2,0,0.3170147398485625,0.31589420463448836,0.1327355112054427,0.1327355112054427,1.0,1,1.0,0.3558354738587508,low,monitor,False,0.3426566329318531,low
2024-09-01 02:00:00,4,load,3,0,0.31477366942041424,0.3131392311240527,0.1327355112054427,0.1327355112054427,1.0,1,1.0,0.35427599746399696,low,monitor,False,0.34164815123918646,low
2024-09-01 02:00:00,3,load,3,0,0.3109929278644867,0.31002475826707626,0.1327355112054427,0.1327355112054427,1.0,1,1.0,0.3519517691924342,low,monitor,False,0.339946817539019,low
2024-09-01 02:00:00,1,load,1,0,0.30859137920314583,0.30859137920314583,0.1327355112054427,0.1327355112054427,1.0,1,1.0,0.35058439648204476,low,monitor,False,0.33886612064141564,low
