model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
Contextual_Adaptive,102002.92014628786,2266.8668836291044,111.58309941856191,99624.47016324018,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,7.737857099466784e-05,28.492697056263715,True,False,contextual_selection,5010.039082099975
