metapath_topk,hidden_dim,epochs,lr,weight_decay,train_ratio,runs,success_runs,delta_val_mae_mean,delta_val_mae_std,delta_horizon_mae_mean,delta_horizon_mae_std,delta_best_val_mse_mean,delta_best_val_mse_std,metapath_val_mae_mean,baseline_val_mae_mean,metapath_horizon_mae_mean,baseline_horizon_mae_mean,val_mae_win_rate,horizon_mae_win_rate
3,64,700,0.006,0.0001,0.7,1,1,,,,,,,,,,,0.0,0.0
