model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
baseline_gnn,18.70716953277588,11,0.00025810017115606104,3.850113387338477e-06,0.000105142855521334,0.0002510479125967334,3.8493813008244615e-06,0.000105142855521334,2697,1.0,6.738683498505807e-05,2662,0.9870226177233964,0.056484749202439385,47041
