epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy
1.0,0.267421156167984,0.02699412778019905,1.0,0.0,0.0
2.0,0.027124445885419846,0.001162563799880445,1.0,0.0,0.0
3.0,0.001375315710902214,9.6709314675536e-05,1.0,0.0,0.0
4.0,0.00022251483460422605,1.6247209714492783e-05,1.0,0.0,0.0
5.0,0.00012513890396803617,6.152696641947841e-06,1.0,0.0,0.0
6.0,0.00011206021008547395,4.383507985039614e-06,1.0,0.0,0.0
7.0,0.00010901308269239962,3.992815436504316e-06,1.0,0.0,0.0
8.0,0.00010877097520278767,3.891322194249369e-06,1.0,0.0,0.0
9.0,0.00010855278378585353,3.8618977669102605e-06,1.0,0.0,0.0
10.0,0.00010855281288968399,3.852860572806094e-06,1.0,0.0,0.0
11.0,0.00010854873107746243,3.850113444059389e-06,1.0,0.0,0.0
12.0,0.00010854689026018605,3.84941631637048e-06,1.0,0.0,0.0
13.0,0.00010852355626411736,3.8493813008244615e-06,1.0,0.0,0.0
14.0,0.00010854253923753276,3.849547283607535e-06,1.0,0.0,0.0
15.0,0.00010854578431462869,3.849744189210469e-06,1.0,0.0,0.0
16.0,0.00010853826825041324,3.849941094813403e-06,1.0,0.0,0.0
17.0,0.00010854223364731297,3.8500943446706515e-06,1.0,0.0,0.0
18.0,0.00010854096035473049,3.850228949886514e-06,1.0,0.0,0.0
19.0,0.00010854600259335712,3.85033990824013e-06,1.0,0.0,0.0
20.0,0.00010854562424356118,3.8504267649841495e-06,1.0,0.0,0.0
21.0,0.00010854540596483275,3.8505027077917475e-06,1.0,0.0,0.0
22.0,0.00010854606080101803,3.850553639495047e-06,1.0,0.0,0.0
23.0,0.00010854643915081397,3.850600478472188e-06,1.0,0.0,0.0
24.0,0.00010854168067453429,3.850640950986417e-06,1.0,0.0,0.0
25.0,0.00010854665015358478,3.85067323804833e-06,1.0,0.0,0.0
26.0,0.00010854646825464442,3.850697339657927e-06,1.0,0.0,0.0
27.0,0.00010854277934413403,3.850722350762226e-06,1.0,0.0,0.0
28.0,0.00010854675929294899,3.850747816613875e-06,1.0,0.0,0.0
29.0,0.00010854582069441676,3.850764642265858e-06,1.0,0.0,0.0
30.0,0.00010852338164113462,3.850772372970823e-06,1.0,0.0,0.0
31.0,0.0001085445546777919,3.850789653370157e-06,1.0,0.0,0.0
32.0,0.00010854684660444036,3.850797838822473e-06,1.0,0.0,0.0
33.0,0.00010854593710973859,3.85080647902214e-06,1.0,0.0,0.0
34.0,0.00010854735592147335,3.8508151192218065e-06,1.0,0.0,0.0
35.0,0.00010854744323296472,3.850823759421473e-06,1.0,0.0,0.0
36.0,0.00010854617721633986,3.85083239962114e-06,1.0,0.0,0.0
37.0,0.00010854659922188148,3.850831944873789e-06,1.0,0.0,0.0
38.0,0.00010854608262889087,3.850840585073456e-06,1.0,0.0,0.0
39.0,0.00010854739957721904,3.850840585073456e-06,1.0,0.0,0.0
40.0,0.00010854613356059417,3.850849680020474e-06,1.0,0.0,0.0
41.0,0.00010854701395146549,3.850849225273123e-06,1.0,0.0,0.0
42.0,0.00010854677384486422,3.850858320220141e-06,1.0,0.0,0.0
43.0,0.0001085473268176429,3.85085786547279e-06,1.0,0.0,0.0
44.0,0.00010854644642677158,3.85085786547279e-06,1.0,0.0,0.0
45.0,0.00010854608990484849,3.85085786547279e-06,1.0,0.0,0.0
46.0,0.00010854673018911853,3.850866505672457e-06,1.0,0.0,0.0
47.0,0.0001085473777493462,3.850866505672457e-06,1.0,0.0,0.0
48.0,0.00010854434367502108,3.850866505672457e-06,1.0,0.0,0.0
49.0,0.00010854688298422843,3.850866505672457e-06,1.0,0.0,0.0
50.0,0.00010854735592147335,3.850866505672457e-06,1.0,0.0,0.0
51.0,0.00010854544234462082,3.850866505672457e-06,1.0,0.0,0.0
52.0,0.00010854739230126143,3.8508751458721235e-06,1.0,0.0,0.0
53.0,0.00010854724678210914,3.8508751458721235e-06,1.0,0.0,0.0
54.0,0.00010854741412913427,3.8508751458721235e-06,1.0,0.0,0.0
55.0,0.00010854703577933833,3.8508751458721235e-06,1.0,0.0,0.0
56.0,0.00010854673746507615,3.8508751458721235e-06,1.0,0.0,0.0
57.0,0.00010854728316189721,3.8508751458721235e-06,1.0,0.0,0.0
58.0,0.00010854729043785483,3.8508751458721235e-06,1.0,0.0,0.0
59.0,0.00010854729043785483,3.8508751458721235e-06,1.0,0.0,0.0
60.0,0.00010854726860998198,3.8508751458721235e-06,1.0,0.0,0.0
61.0,0.00010854715219466016,3.8508751458721235e-06,1.0,0.0,0.0
62.0,0.00010854750871658325,3.8508751458721235e-06,1.0,0.0,0.0
63.0,0.00010854633001144975,3.8508751458721235e-06,1.0,0.0,0.0
64.0,0.00010854692663997412,3.8508751458721235e-06,1.0,0.0,0.0
65.0,0.00010854713036678731,3.8508751458721235e-06,1.0,0.0,0.0
66.0,0.00010854718129849061,3.8508751458721235e-06,1.0,0.0,0.0
67.0,0.00010854620632017031,3.8508751458721235e-06,1.0,0.0,0.0
68.0,0.00010854695574380457,3.8508751458721235e-06,1.0,0.0,0.0
69.0,0.00010854729043785483,3.8508751458721235e-06,1.0,0.0,0.0
70.0,0.00010854739957721904,3.8508751458721235e-06,1.0,0.0,0.0
71.0,0.0001085474796127528,3.8508751458721235e-06,1.0,0.0,0.0
