scenario,expected_fail_lines,probability
S1,0,0.387667
S2,1,0.267
S3,2,0.161
S4,3,0.095667
S5,4,0.047667
S6,5,0.026
S7,6,0.008667
S8,7,0.003
S9,8,0.002
S10,9,0.000667
S11,10,0.000667
