scenario,expected_fail_lines,probability
S1,1,0.250667
S2,0,0.239667
S3,2,0.207333
S4,3,0.127
S5,4,0.082667
S6,5,0.045333
S7,6,0.027667
S8,7,0.011
S9,8,0.005667
S10,9,0.001667
S11,10,0.001
S12,11,0.000333
