epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy
1.0,0.25836965441703796,0.06829355657100677,1.0,0.0,0.0
2.0,0.0721304640173912,0.008764476515352726,1.0,0.0,0.0
3.0,0.010039025917649269,0.0016948514385148883,1.0,0.0,0.0
4.0,0.0021838012617081404,0.0003721869725268334,1.0,0.0,0.0
5.0,0.0005698949680663645,9.404505544807762e-05,1.0,0.0,0.0
6.0,0.0002329489216208458,2.8621630917768925e-05,1.0,0.0,0.0
7.0,0.00014585965254809707,1.1394425200705882e-05,1.0,0.0,0.0
8.0,0.00012138113379478455,6.362787644320633e-06,1.0,0.0,0.0
9.0,0.00011308494140394032,4.752975200972287e-06,1.0,0.0,0.0
10.0,0.00010981577361235395,4.195584097033134e-06,1.0,0.0,0.0
11.0,0.00010933171142823994,3.989018296124414e-06,1.0,0.0,0.0
12.0,0.00010886888776440173,3.907955942850094e-06,1.0,0.0,0.0
13.0,0.00010861921327887103,3.8745829442632385e-06,1.0,0.0,0.0
14.0,0.00010858066525543109,3.860369361063931e-06,1.0,0.0,0.0
15.0,0.000108577442006208,3.854176611639559e-06,1.0,0.0,0.0
16.0,0.00010851996194105595,3.851472683891188e-06,1.0,0.0,0.0
17.0,0.00010850205580936745,3.850316716125235e-06,1.0,0.0,0.0
18.0,0.00010854149877559394,3.849881068163086e-06,1.0,0.0,0.0
19.0,0.00010853684216272086,3.849754648399539e-06,1.0,0.0,0.0
20.0,0.00010852469131350517,3.849775112030329e-06,1.0,0.0,0.0
21.0,0.00010850683611351997,3.849855147564085e-06,1.0,0.0,0.0
22.0,0.00010854169522644952,3.849948825518368e-06,1.0,0.0,0.0
23.0,0.00010853481944650412,3.850041593977949e-06,1.0,0.0,0.0
24.0,0.00010854303400265053,3.850138909911038e-06,1.0,0.0,0.0
25.0,0.00010854067659238353,3.850214852718636e-06,1.0,0.0,0.0
26.0,0.00010849597310880199,3.850283064821269e-06,1.0,0.0,0.0
27.0,0.00010854456195374951,3.8503426367242355e-06,1.0,0.0,0.0
28.0,0.0001085437907022424,3.850401753879851e-06,1.0,0.0,0.0
29.0,0.00010852999548660591,3.850448592856992e-06,1.0,0.0,0.0
30.0,0.0001085468175006099,3.850481789413607e-06,1.0,0.0,0.0
31.0,0.00010852839477593079,3.850517259706976e-06,1.0,0.0,0.0
32.0,0.00010854592983378097,3.850546363537433e-06,1.0,0.0,0.0
33.0,0.0001085456897271797,3.85057592211524e-06,1.0,0.0,0.0
34.0,0.00010854256106540561,3.850595930998679e-06,1.0,0.0,0.0
35.0,0.00010854633728740737,3.8506186683662236e-06,1.0,0.0,0.0
36.0,0.00010854631545953453,3.850633675028803e-06,1.0,0.0,0.0
37.0,0.00010854571883101016,3.850649136438733e-06,1.0,0.0,0.0
