model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
graphsage,20.64666247367859,17,0.00025810459576269557,3.85031681422301e-06,9.680156450602582e-05,0.00024231978441645175,3.849754648399539e-06,9.680156450602582e-05,2697,1.0,5.9027944087623923e-05,2662,0.9870226177233964,0.09500399497227924,66321
