scenario,expected_fail_lines,probability
S1,1,0.245333
S2,0,0.237
S3,2,0.198
S4,3,0.138667
S5,4,0.083
S6,5,0.046667
S7,6,0.028667
S8,7,0.015333
S9,8,0.004
S10,9,0.002667
S11,10,0.000667
