method,mae_empirical_vs_input_probability,high_risk_threshold,high_risk_coverage,high_risk_event_rate,low_risk_event_rate,risk_lift_ratio,avg_outage_rate,multi_line_event_rate_ge2,severe_multi_line_event_rate_ge4,avg_disconnected_loads,max_disconnected_loads,multi_load_event_rate_ge2,severe_multi_load_event_rate_ge4,scenario_diversity_hamming
wang_qmc,0.738338681507307,0.9999999606920728,1.0,1.0,0.9074074074074074,1.1020408163265305,0.9166666666666666,0.9166666666666666,0.9166666666666666,3.6666666666666665,4,0.9166666666666666,0.9166666666666666,0.0
wang_mc,0.738338681507307,0.9999999606920728,1.0,1.0,0.9074074074074074,1.1020408163265305,0.9166666666666666,0.9166666666666666,0.9166666666666666,3.6666666666666665,4,0.9166666666666666,0.9166666666666666,0.0
trim_ref,0.0034614919772910637,0.9999999606920728,1.0,1.0,0.08796698173868313,11.367901685778245,0.17917028356481482,0.3397894965277778,0.2135959201388889,0.9549153645833334,4,0.2640516493055556,0.1391059027777778,0.016940553999377536
c3po_ref,0.0009505180843387888,0.9999999606920728,1.0,1.0,0.08697836291152264,11.497112230282308,0.17828052662037036,0.3342556423611111,0.21809895833333334,0.9490559895833334,4,0.2620442708333333,0.14198133680555555,0.01725204896773524
