model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.3412057481606801,0.34127377107450513,0.42725785067587185,0.45008283722150844,0.337263714770476,0.33731940309744946,0.20257455110549927
baseline_gnn,0.20895413613319397,0.20914315582162818,0.3672151225985903,0.4520294212151599,0.2081500929262903,0.20834716802976544,0.20433059334754944
