policy,Priority,Robustness,Rapidity,Sustainability
priority_with_reserve,0.9985318854974644,0.9776769489519684,0.9591894571091382,0.9330829219411452
uniform_with_reserve,0.9776769489519688,0.9776769489519684,0.9591894571091382,0.9330829219411452
priority_no_reserve,0.9920429214736786,0.8920011802650506,0.9591894571091382,0.7254144737310283
