timestamp,model,line_id,from_bus,to_bus,v_surface_ms,p_tower,p_span,p_line,towers,spans,design_line_load_n,design_tower_load_kn
2024-09-01 00:00:00,batts,L0,1,2,28.2871433650062,2.020580480710521e-08,2.8497094095580877e-07,7.041336817281696e-06,10,24,8112.648340000001,114.5003145
2024-09-01 00:00:00,batts,L1,2,3,28.806545149281806,6.488174664198709e-09,3.1286236079619556e-07,1.1679651747531494e-05,16,37,8400.64834,124.1003145
2024-09-01 00:00:00,batts,L2,3,4,29.666016339316005,5.228321129147062e-06,0.0004144896690944089,0.002086383442777673,3,5,7714.8483400000005,101.2403145
2024-09-01 00:00:00,batts,L3,4,5,34.76180869694781,0.005535884941080926,0.8165489281184269,0.9997956528348685,3,5,7705.8483400000005,100.9403145
2024-09-01 00:00:00,batts,L4,5,6,36.08441774468091,0.00760427852213208,0.8983273159329849,0.9999999999998815,6,13,7882.24834,106.8203145
2024-09-01 00:00:00,batts,L5,7,8,29.569168999005186,9.66861875228986e-07,0.00011581733858312404,0.0016269797105882278,7,14,7905.648340000001,107.6003145
2024-09-01 00:00:00,batts,L6,8,9,29.6317971728865,7.565295741862599e-06,0.0004928961729905312,0.0014930679707357841,2,3,7662.648340000001,99.5003145
2024-09-01 00:00:00,batts,L7,9,10,30.417277623114664,1.408639503197584e-05,0.0909168207258716,0.43558667029892406,4,6,7743.648340000001,102.2003145
2024-09-01 00:00:00,batts,L8,10,11,30.51110543381642,3.052238460632406e-05,0.1181237624359519,0.3142016910966915,2,3,7664.44834,99.5603145
2024-09-01 00:00:00,batts,L9,3,8,29.103924613145622,7.3397780420148e-07,4.052474960991592e-05,0.0004493501806789313,5,11,7839.04834,105.3803145
2024-09-01 00:00:00,batts,L10,12,13,26.007136741369365,7.281730773911477e-12,0.0,1.237894231564951e-10,17,41,8866.29956,132.982493
2024-09-01 00:00:00,batts,L11,13,14,27.50934904357623,1.0394761718046652e-09,1.4410261872654928e-10,1.5036803246992747e-08,11,25,8524.29956,121.582493
2024-09-01 00:00:00,batts,L12,6,7,35.202566892688154,0.011863934709125501,0.8721640994462356,0.997960179242749,2,3,7648.24834,99.0203145
2024-09-01 00:00:00,batts,L13,11,4,30.22879053836473,1.5567147936268455e-05,0.08230346002295397,0.2907879682941301,3,4,7693.24834,100.5203145
2024-09-01 00:00:00,batts,L14,14,8,28.859880517728147,4.398246900017e-08,5.831367732023196e-07,1.0265135107712098e-05,8,17,8346.09956,115.642493
2024-09-01 01:00:00,batts,L0,1,2,27.5355834157539,5.052999130228386e-09,7.6745702015657e-09,2.3471964949450808e-07,10,24,8112.648340000001,114.5003145
2024-09-01 01:00:00,batts,L1,2,3,28.055026708596387,1.6761824150890448e-09,9.182872684476706e-09,3.665851423528821e-07,16,37,8400.64834,124.1003145
2024-09-01 01:00:00,batts,L2,3,4,28.91676625609409,1.4593447440480745e-06,4.676392185432032e-05,0.00023817474592036092,3,5,7714.8483400000005,101.2403145
2024-09-01 01:00:00,batts,L3,4,5,30.105824010719864,1.1555675536345511e-05,0.06931522271021306,0.3017708170803589,3,5,7705.8483400000005,100.9403145
2024-09-01 01:00:00,batts,L4,5,6,35.24938525143819,0.00327291312318001,0.8264437240527813,0.9999999998728895,6,13,7882.24834,106.8203145
2024-09-01 01:00:00,batts,L5,7,8,28.82340886921595,2.631202635772212e-07,1.0335344579948114e-05,0.00014652667786485551,7,14,7905.648340000001,107.6003145
2024-09-01 01:00:00,batts,L6,8,9,28.884437260406685,2.1323889195512535e-06,5.768168136099927e-05,0.0001772990980825062,2,3,7662.648340000001,99.5003145
2024-09-01 01:00:00,batts,L7,9,10,29.671563904502708,4.1785930248172676e-06,0.0003634413040067841,0.002195345292699047,4,6,7743.648340000001,102.2003145
2024-09-01 01:00:00,batts,L8,10,11,29.764871904347785,9.280185874316338e-06,0.000685269314335879,0.002072921638092029,2,3,7664.44834,99.5603145
2024-09-01 01:00:00,batts,L9,3,8,28.352454310460416,1.9294149633530822e-07,2.800494053767366e-06,3.1769680634563535e-05,5,11,7839.04834,105.3803145
2024-09-01 01:00:00,batts,L10,12,13,25.244298377837225,1.8283152769527078e-12,0.0,3.108135970819603e-11,17,41,8866.29956,132.982493
2024-09-01 01:00:00,batts,L11,13,14,26.753862001101417,2.5545099369139734e-10,1.043165553937797e-12,2.8360400694538157e-09,11,25,8524.29956,121.582493
2024-09-01 01:00:00,batts,L12,6,7,30.50068113335574,3.415182606558709e-05,0.12072213467436466,0.3202507186858803,2,3,7648.24834,99.0203145
2024-09-01 01:00:00,batts,L13,11,4,29.481136253225607,4.579185380659823e-06,0.00028215183643032216,0.001141851773170388,3,4,7693.24834,100.5203145
2024-09-01 01:00:00,batts,L14,14,8,28.11140623877279,1.1348054496096438e-08,1.933636484263701e-08,4.195025540276731e-07,8,17,8346.09956,115.642493
2024-09-01 02:00:00,batts,L0,1,2,26.79725134094502,1.259625515004359e-09,1.1278644684864503e-10,1.5303129763388768e-08,10,24,8112.648340000001,114.5003145
2024-09-01 02:00:00,batts,L1,2,3,27.31693892377475,4.3428038942749936e-10,1.5109258288958927e-10,1.2538911797754793e-08,16,37,8400.64834,124.1003145
2024-09-01 02:00:00,batts,L2,3,4,28.1815234019664,3.9497765691454134e-07,3.46647196802774e-06,1.8517151641361806e-05,3,5,7714.8483400000005,101.2403145
2024-09-01 02:00:00,batts,L3,4,5,29.37545150283217,3.455642415439719e-06,0.00019660562428480688,0.0009929983641796536,3,5,7705.8483400000005,100.9403145
2024-09-01 02:00:00,batts,L4,5,6,30.558512204799417,6.006581960371626e-06,0.07873439036083285,0.655659963275436,6,13,7882.24834,106.8203145
2024-09-01 02:00:00,batts,L5,7,8,28.091533075573135,7.014941050265122e-08,5.918989740560932e-07,8.777595456588294e-06,7,14,7905.648340000001,107.6003145
2024-09-01 02:00:00,batts,L6,8,9,28.150938107464825,5.813787462560782e-07,4.454718212310027e-06,1.4526836718764535e-05,2,3,7662.648340000001,99.5003145
2024-09-01 02:00:00,batts,L7,9,10,28.94031033177988,1.1984825124544685e-06,4.2407155839252475e-05,0.00025920866283934973,4,6,7743.648340000001,102.2003145
2024-09-01 02:00:00,batts,L8,10,11,29.033170897212113,2.7156115275372983e-06,9.060753480383266e-05,0.00027722771546645486,2,3,7664.44834,99.5603145
2024-09-01 02:00:00,batts,L9,3,8,27.614384131535658,4.964395061701765e-08,1.1855696357976342e-07,1.5523452310262087e-06,5,11,7839.04834,105.3803145
2024-09-01 02:00:00,batts,L10,12,13,24.492419901129416,4.701794509287538e-13,0.0,7.993050665788815e-12,17,41,8866.29956,132.982493
2024-09-01 02:00:00,batts,L11,13,14,26.010511755027462,6.327127710648028e-11,3.552713678800501e-15,6.960728660132531e-10,11,25,8524.29956,121.582493
2024-09-01 02:00:00,batts,L12,6,7,29.774239068340492,1.075776003889306e-05,0.0007584895759779053,0.0022952097288301276,2,3,7648.24834,99.0203145
2024-09-01 02:00:00,batts,L13,11,4,28.747842846163785,1.3002401135775443e-06,3.072236285117658e-05,0.00012678402427346303,3,4,7693.24834,100.5203145
2024-09-01 02:00:00,batts,L14,14,8,27.37624168395666,2.9099834764068078e-09,3.651765556611508e-10,2.948786892442712e-08,8,17,8346.09956,115.642493
2024-09-01 03:00:00,batts,L0,1,2,26.073477143159064,3.1597990890475103e-10,8.610889778992714e-13,3.1804652245170928e-09,10,24,8112.648340000001,114.5003145
2024-09-01 03:00:00,batts,L1,2,3,26.59364352291405,1.1381506848096024e-10,1.332711718760038e-12,1.870351429289485e-09,16,37,8400.64834,124.1003145
2024-09-01 03:00:00,batts,L2,3,4,27.461748684985345,1.0476959366734206e-07,1.6223592291808586e-07,1.125487844477746e-06,3,5,7714.8483400000005,101.2403145
2024-09-01 03:00:00,batts,L3,4,5,28.661607505242237,1.0054565720007957e-06,2.1217663172534706e-05,0.00010909986076135247,3,5,7705.8483400000005,100.9403145
2024-09-01 03:00:00,batts,L4,5,6,29.85073653610317,1.8729332943445698e-06,0.0002896118040320861,0.0037696134566480577,6,13,7882.24834,106.8203145
2024-09-01 03:00:00,batts,L5,7,8,27.374936995084127,1.850777264778003e-08,2.0906597342218447e-08,4.222466863934571e-07,7,14,7905.648340000001,107.6003145
2024-09-01 03:00:00,batts,L6,8,9,27.43270143948198,1.5494991689735116e-07,2.1810838235492014e-07,9.642246114882624e-07,2,3,7662.648340000001,99.5003145
2024-09-01 03:00:00,batts,L7,9,10,28.22503502411431,3.3580351199713476e-07,3.346986104713068e-06,2.1424934991576272e-05,4,6,7743.648340000001,102.2003145
2024-09-01 03:00:00,batts,L8,10,11,28.317541582204232,7.727681924363239e-07,8.221700520838482e-06,2.6210396441128658e-05,2,3,7664.44834,99.5603145
2024-09-01 03:00:00,batts,L9,3,8,26.891051522684446,1.2632620061125976e-08,2.9380824440039532e-09,9.548200319287048e-08,5,11,7839.04834,105.3803145
2024-09-01 03:00:00,batts,L10,12,13,23.752409490823023,1.2456702336294256e-13,0.0,2.1176393971700236e-12,17,41,8866.29956,132.982493
2024-09-01 03:00:00,batts,L11,13,14,25.28039214829266,1.5922374529964145e-11,0.0,1.751461198296056e-10,11,25,8524.29956,121.582493
2024-09-01 03:00:00,batts,L12,6,7,29.06458743823917,3.2819753278401365e-06,0.00010934109857030361,0.0003345492175851339,2,3,7648.24834,99.0203145
2024-09-01 03:00:00,batts,L13,11,4,28.03042839463833,3.6014161852726545e-07,2.2322068161662045e-06,1.0009212187855887e-05,3,4,7693.24834,100.5203145
2024-09-01 03:00:00,batts,L14,14,8,26.655679352408132,7.4852135600878e-10,3.756328581516755e-12,6.052028433956025e-09,8,17,8346.09956,115.642493
2024-09-01 04:00:00,batts,L0,1,2,25.365508222536704,8.047684740830618e-11,3.219646771412954e-15,8.048457456055758e-10,10,24,8112.648340000001,114.5003145
2024-09-01 04:00:00,batts,L1,2,3,25.886419246630698,3.041489282651355e-11,6.106226635438361e-15,4.86864215609728e-10,16,37,8400.64834,124.1003145
2024-09-01 04:00:00,batts,L2,3,4,26.758829612332182,2.752930239324769e-08,4.62355875807674e-09,1.0570569664025697e-07,3,5,7714.8483400000005,101.2403145
2024-09-01 04:00:00,batts,L3,4,5,27.96585652255646,2.8769335647105265e-07,1.5673773047231165e-06,8.699935014178095e-06,3,5,7705.8483400000005,100.9403145
2024-09-01 04:00:00,batts,L4,5,6,29.16223057906455,5.754924740086764e-07,3.7776823623381084e-05,0.0004944386641467791,6,13,7882.24834,106.8203145
2024-09-01 04:00:00,batts,L5,7,8,26.67493011983033,4.880192028267061e-09,4.394103969573848e-10,4.0313088978116696e-08,7,14,7905.648340000001,107.6003145
2024-09-01 04:00:00,batts,L6,8,9,26.731043570640956,4.080196169820027e-08,6.524925155737549e-09,1.0117869553294412e-07,2,3,7662.648340000001,99.5003145
2024-09-01 04:00:00,batts,L7,9,10,27.527185131644867,9.288528279860486e-08,1.732739018933671e-07,1.4111836542651801e-06,4,6,7743.648340000001,102.2003145
2024-09-01 04:00:00,batts,L8,10,11,27.619455333894628,2.161385892485157e-07,4.966663593730658e-07,1.9222748257607947e-06,2,3,7664.44834,99.5603145
2024-09-01 04:00:00,batts,L9,3,8,26.183701700222677,3.211381494061527e-09,4.088340777030908e-11,1.6506624844758733e-08,5,11,7839.04834,105.3803145
2024-09-01 04:00:00,batts,L10,12,13,23.025032857092672,3.419486915845482e-14,0.0,5.81312775693732e-13,17,41,8866.29956,132.982493
2024-09-01 04:00:00,batts,L11,13,14,24.56447379427379,4.100830786057941e-12,0.0,4.510913864663735e-11,11,25,8524.29956,121.582493
2024-09-01 04:00:00,batts,L12,6,7,28.37330506138582,9.79957628377548e-07,1.123028720040331e-05,3.56503315104284e-05,2,3,7648.24834,99.0203145
2024-09-01 04:00:00,batts,L13,11,4,27.33034231591607,9.835252545720152e-08,1.0478878553765725e-07,7.142125000303423e-07,3,4,7693.24834,100.5203145
2024-09-01 04:00:00,batts,L14,14,8,25.950913199857588,1.9483170632383917e-10,2.020605904817785e-14,1.5589971535945324e-09,8,17,8346.09956,115.642493
2024-09-01 05:00:00,batts,L0,1,2,24.674449587723647,2.097888529561942e-11,0.0,2.097888529561942e-10,10,24,8112.648340000001,114.5003145
2024-09-01 05:00:00,batts,L1,2,3,25.19640022697004,8.347322832946702e-12,0.0,1.3355716532714723e-10,16,37,8400.64834,124.1003145
2024-09-01 05:00:00,batts,L2,3,4,26.07401786530108,7.240179678014158e-09,7.778166999372615e-11,2.2109447272988803e-08,3,5,7714.8483400000005,101.2403145
2024-09-01 05:00:00,batts,L3,4,5,27.2896452687971,8.181591704126134e-08,7.746851471424065e-08,6.32790149501794e-07,3,5,7705.8483400000005,100.9403145
2024-09-01 05:00:00,batts,L4,5,6,28.494620499029285,1.7605311719570693e-07,3.588135296772599e-06,4.7701023609958426e-05,6,13,7882.24834,106.8203145
2024-09-01 05:00:00,batts,L5,7,8,25.99267204847376,1.298145702044451e-09,5.330069718922914e-12,9.161640890376077e-09,7,14,7905.648340000001,107.6003145
2024-09-01 05:00:00,batts,L6,8,9,26.047131107686514,1.0725083043894301e-08,1.1547518496968223e-10,2.1796591531675347e-08,2,3,7662.648340000001,99.5003145
2024-09-01 05:00:00,batts,L7,9,10,26.848072875899284,2.562576562059604e-08,5.732307739592102e-09,1.368969010373533e-07,4,6,7743.648340000001,102.2003145
2024-09-01 05:00:00,batts,L8,10,11,26.940251990626145,6.004855523933372e-08,1.946347050196806e-08,1.7848751032722987e-07,2,3,7664.44834,99.5603145
2024-09-01 05:00:00,batts,L9,3,8,25.493423332738264,8.23352164225355e-10,3.079758670310184e-13,4.120148555664116e-09,5,11,7839.04834,105.3803145
2024-09-01 05:00:00,batts,L10,12,13,22.310848469114223,9.769962616701378e-15,0.0,1.6608936448392342e-13,17,41,8866.29956,132.982493
2024-09-01 05:00:00,batts,L11,13,14,23.863538679836193,1.0877965195277284e-12,0.0,1.1965761714805012e-11,11,25,8524.29956,121.582493
