model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
gcn,9489.196571111679,14,0.0002580843974537064,3.851563744812444e-06,0.00012599846989743747,0.0002722537070234361,3.849312179227127e-06,0.00012599846989743747,2697,1.0,8.819767803647839e-05,2662,0.9870226177233964,0.1677635503800919,27601
