scenario,scenario_id,timestamp,failed_lines,outage_line_count,disconnected_load_count,probability,method
S7,6,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S7,6,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S8,7,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S8,7,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S8,7,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S8,7,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S8,7,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S8,7,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S9,8,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S9,8,2024-09-01 01:00:00,L3|L4,2,0,0.015625,c3po_ref
S9,8,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S9,8,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S9,8,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S9,8,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S10,9,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S10,9,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S10,9,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S10,9,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S10,9,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S10,9,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S11,10,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S11,10,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S11,10,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S11,10,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S11,10,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S11,10,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S12,11,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S12,11,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S12,11,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S12,11,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S12,11,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S12,11,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S13,12,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S13,12,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S13,12,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S13,12,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S13,12,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S13,12,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S14,13,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S14,13,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S14,13,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S14,13,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S14,13,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S14,13,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S15,14,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S15,14,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S15,14,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S15,14,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S15,14,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S15,14,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S16,15,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S16,15,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S16,15,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S16,15,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S16,15,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S16,15,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S17,16,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S17,16,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S17,16,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S17,16,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S17,16,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S17,16,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S18,17,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S18,17,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S18,17,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S18,17,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S18,17,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S18,17,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S19,18,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S19,18,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S19,18,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S19,18,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S19,18,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S19,18,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S20,19,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S20,19,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S20,19,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S20,19,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S20,19,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S20,19,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S21,20,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S21,20,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S21,20,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S21,20,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S21,20,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S21,20,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S22,21,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S22,21,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S22,21,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S22,21,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S22,21,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S22,21,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S23,22,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S23,22,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S23,22,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S23,22,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S23,22,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S23,22,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S24,23,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S24,23,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S24,23,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S24,23,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S24,23,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S24,23,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S25,24,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S25,24,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S25,24,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S25,24,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S25,24,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S25,24,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S26,25,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S26,25,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S26,25,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S26,25,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S26,25,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S26,25,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S27,26,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S27,26,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S27,26,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S27,26,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S27,26,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S27,26,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S28,27,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S28,27,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S28,27,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S28,27,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S28,27,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S28,27,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S29,28,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S29,28,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S29,28,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S29,28,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S29,28,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S29,28,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S30,29,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S30,29,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S30,29,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S30,29,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S30,29,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S30,29,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S31,30,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S31,30,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S31,30,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S31,30,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S31,30,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S31,30,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S32,31,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S32,31,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S32,31,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S32,31,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S32,31,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S32,31,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S33,32,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S33,32,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S33,32,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S33,32,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S33,32,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S33,32,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S34,33,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S34,33,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S34,33,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S34,33,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S34,33,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S34,33,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S35,34,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S35,34,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S35,34,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S35,34,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S35,34,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S35,34,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S36,35,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S36,35,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S36,35,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S36,35,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S36,35,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S36,35,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S37,36,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S37,36,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S37,36,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S37,36,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S37,36,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S37,36,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S38,37,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S38,37,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S38,37,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S38,37,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S38,37,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S38,37,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S39,38,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S39,38,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S39,38,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S39,38,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S39,38,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S39,38,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S40,39,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S40,39,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S40,39,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S40,39,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S40,39,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S40,39,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S41,40,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S41,40,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S41,40,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S41,40,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S41,40,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S41,40,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S42,41,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S42,41,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S42,41,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S42,41,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S42,41,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S42,41,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S43,42,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S43,42,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S43,42,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S43,42,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S43,42,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S43,42,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S44,43,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S44,43,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S44,43,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S44,43,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S44,43,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S44,43,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S45,44,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S45,44,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S45,44,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S45,44,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S45,44,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S45,44,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S46,45,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S46,45,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S46,45,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S46,45,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S46,45,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S46,45,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S47,46,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S47,46,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S47,46,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S47,46,2024-09-01 03:00:00,L10|L11,2,2,0.015625,c3po_ref
S47,46,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S47,46,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S48,47,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S48,47,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S48,47,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S48,47,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S48,47,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S48,47,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S49,48,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S49,48,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S49,48,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S49,48,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S49,48,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S49,48,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S50,49,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S50,49,2024-09-01 01:00:00,L12|L4,2,0,0.015625,c3po_ref
S50,49,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S50,49,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S50,49,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S50,49,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S51,50,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S51,50,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S51,50,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S51,50,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S51,50,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S51,50,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S52,51,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S52,51,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S52,51,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S52,51,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
S52,51,2024-09-01 04:00:00,,0,0,0.015625,c3po_ref
S52,51,2024-09-01 05:00:00,,0,0,0.015625,c3po_ref
S53,52,2024-09-01 00:00:00,L0|L1|L10|L11|L12|L13|L14|L2|L3|L4|L5|L6|L7|L8|L9,15,4,0.015625,c3po_ref
S53,52,2024-09-01 01:00:00,L4,1,0,0.015625,c3po_ref
S53,52,2024-09-01 02:00:00,,0,0,0.015625,c3po_ref
S53,52,2024-09-01 03:00:00,L0|L10|L11,3,3,0.015625,c3po_ref
