scenario,expected_fail_lines,probability
S1,1,0.253667
S2,0,0.240667
S3,2,0.206667
S4,3,0.126667
S5,4,0.080667
S6,5,0.045667
S7,6,0.027667
S8,7,0.01
S9,8,0.005333
S10,9,0.002
S11,10,0.001
