timestamp,hour_index,hourly_line_risk,hourly_uncertainty,global_expected_nk_fail_lines,global_max_critical_outage_prob,global_high_line_ratio,selected_strategy,reason
2024-09-01 00:00:00,0,1.0,0.073957,1.860001,0.278333,0.933333,Robust_UC,extreme weather / high outage risk
2024-09-01 01:00:00,1,1.0,0.073911,1.860001,0.278333,0.933333,Robust_UC,extreme weather / high outage risk
2024-09-01 02:00:00,2,0.0,0.117432,1.860001,0.278333,0.933333,SCUC,normal operating condition
2024-09-01 03:00:00,3,1.0,0.075422,1.860001,0.278333,0.933333,Robust_UC,extreme weather / high outage risk
2024-09-01 04:00:00,4,0.000238,0.062025,1.860001,0.278333,0.933333,SCUC,normal operating condition
2024-09-01 05:00:00,5,4e-06,0.083311,1.860001,0.278333,0.933333,SCUC,normal operating condition
