model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.12157994643847148,0.12164666252082629,0.32851423277999414,0.46994748555893484,0.12154235790173212,0.1216054175794013,0.12274335473775863,0.12274335473775863,0.12154235790173212,0.12154235790173212,0.2208506166934967
baseline_gnn,0.15817036255200703,0.15821450072405133,0.3440504801995827,0.4590143259738152,0.1584942501452234,0.1585438862411561,0.15799242580930392,0.15799242580930392,0.1584942501452234,0.1584942501452234,0.21069413423538208
