scenario,expected_fail_lines,probability
S1,1,0.241
S2,0,0.227667
S3,2,0.187333
S4,3,0.145
S5,4,0.084667
S6,5,0.053
S7,6,0.033
S8,7,0.014667
S9,8,0.008
S10,9,0.003333
S11,10,0.001667
S12,11,0.000667
