timestamp,L0,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L8,L9
2024-09-01 00:00:00,0.85,0.8195229022256908,0.8109958442334801,0.8310208451651047,0.5700106904381557,0.6551549603545477,0.7604369047865961,0.7007190497269457,0.6148535121554236,0.6254653338150405,0.7040193611368927,0.6282650638241021,0.5925588080148503,0.5977639005124156,0.6876279375777714
2024-09-01 01:00:00,0.85,0.8242564501555717,0.8215232019571868,0.8390120510465915,0.578255343344106,0.6581640556769287,0.7673328049514198,0.7054478448956006,0.6176136664538016,0.6310364065029419,0.7133893090521615,0.6332436222595377,0.5981363043902084,0.6008542828424598,0.6938483673407955
2024-09-01 02:00:00,0.85,0.8284587359954755,0.8308687342505565,0.8460332431792215,0.5866054176158656,0.6622036797288899,0.7738491408056092,0.7109869619424289,0.6217800723079043,0.6379844937960134,0.7211943857011123,0.6395206332177364,0.6053809364141085,0.6059600942931578,0.7006246133365012
2024-09-01 03:00:00,0.85,0.83000218802601,0.8364806830932873,0.8498218793487516,0.5924091392552612,0.6643884886349415,0.7772940222864502,0.7144041447007313,0.6243680386398954,0.642795338388954,0.7258561857756746,0.643745736511654,0.6104985232116643,0.6094798543494132,0.7048212783617049
2024-09-01 04:00:00,0.85,0.8319750852103017,0.526879751577744,0.85,0.5989880660119496,0.6682815162450957,0.780563362845429,0.7186256711979262,0.6286427628588822,0.6482356989608992,0.7301501679937707,0.6492696538255179,0.6169908041559549,0.6151681858585641,0.7088615312727405
2024-09-01 05:00:00,0.85,0.8339601053128752,0.49065497223632465,0.85,0.6044208524011285,0.6725475205697613,0.7828542047195124,0.7222245599411281,0.6330957321466467,0.6527675613252251,0.7329886337603706,0.6540280464046193,0.6226679926291944,0.6208466619759039,0.7114280798251337
2024-09-01 06:00:00,0.85,0.8365266506831087,0.48832667138989794,0.5975520065505393,0.6093621232178985,0.6778558311768308,0.7848678380690014,0.7257662415866325,0.6383976528611663,0.6569702023682599,0.7349514725218201,0.6586496492293568,0.6280748321885289,0.6271467614016033,0.7130032477411213
2024-09-01 07:00:00,0.8238848755028503,0.8377219193437145,0.48140441830457753,0.5032611924712059,0.611513305998377,0.6822122227707751,0.7848519614914675,0.7272989641980392,0.6426957917285083,0.6591372274899608,0.7341048691706402,0.6609313877107273,0.6309107217418344,0.6317962262160638,0.711766880288658
2024-09-01 08:00:00,0.7448665742026849,0.675727144885483,0.48092349453279387,0.5065746809980666,0.6221502691524241,0.6939604250123491,0.5719798328343096,0.7357833609348613,0.6546284442478634,0.6701090569851602,0.7382377778001984,0.6719720848565827,0.6438564703572073,0.6461705259770957,0.7175342653372497
2024-09-01 09:00:00,0.5917174530592674,0.5915942501874283,0.4706433412341862,0.501196679113688,0.6195965347966645,0.6969318388977025,0.5036551833277563,0.7353098616760909,0.6584770516081278,0.6751856387087359,0.728157295808821,0.6716431793014267,0.6453557499690722,0.6501276594222148,0.5427773643615733
2024-09-01 10:00:00,0.569853128529227,0.4620481596377421,0.4578285209404903,0.46570685413406615,0.567532512383333,0.6812185565937716,0.44252497853701833,0.5156793900459824,0.6571042567835281,0.7310193248883285,0.4982136813613185,0.39722613612356034,0.6612612634091909,0.6472359180808334,0.39779158218723154
2024-09-01 11:00:00,0.5694465044983767,0.4621674538252195,0.4554690024460217,0.46133589432052174,0.5669853035586672,0.4579906372332203,0.44136908766401706,0.38400443033442616,0.6564557480451535,0.7347306869024731,0.31776536839549485,0.30303576372941476,0.6677223504688871,0.6471011439363642,0.3970466287529484
2024-09-01 12:00:00,0.5756383420646858,0.4690797428021908,0.4626146483739213,0.4659624085902127,0.5793445979507512,0.42365568724831937,0.44625175985150595,0.39072079458447917,0.6630219501567857,0.7439740787500897,0.3284408225147812,0.3088424164647227,0.4527599414716043,0.3972820126102264,0.40279239721777427
2024-09-01 13:00:00,0.5795187239165983,0.473378040607678,0.46598106635662356,0.4674133221225307,0.5893012268398128,0.35052970035331116,0.44823480060550636,0.39564323394500733,0.44087896409352473,0.7510529090180027,0.3368259455336315,0.3127462160169476,0.33975686334886307,0.314874014796591,0.4060145123460063
2024-09-01 14:00:00,0.5762409677604539,0.4702527902041894,0.4591109860892428,0.4611291795735859,0.32716528097963066,0.34933410280477417,0.44366066630602835,0.3931135468788978,0.31382900025196503,0.7510932286768317,0.33507207758027263,0.3094219808295481,0.33942495371778286,0.31293679021037746,0.4020693323177472
2024-09-01 15:00:00,0.569021099780892,0.4641772927988742,0.44948178644132863,0.4530555950905349,0.2342990189089213,0.3427769386427722,0.43699811588078696,0.38607121862641935,0.30771173345501546,0.746887026659154,0.3270464615617528,0.302185345813568,0.3325636052835079,0.30599338550308597,0.39437960034472297
2024-09-01 16:00:00,0.5575775315805951,0.45383065076137896,0.43439325978518567,0.4406164189234723,0.2211876865910813,0.33073496960524734,0.4263412672068846,0.3742393919549273,0.29830205859048486,0.5955487995785037,0.31290591924843497,0.29017464960521516,0.31950394953678934,0.2936210137400695,0.3821771311609265
2024-09-01 17:00:00,0.5395486915509324,0.43562177184244866,0.4095901382439643,0.41945510551573834,0.1998224123760199,0.3106412946736001,0.4076321480988194,0.35484334728982175,0.2826942893807147,0.51502120992763,0.2900588186913853,0.270029382630329,0.2981021777820858,0.2728276141326954,0.3622620307718289
2024-09-01 18:00:00,0.51954903199671,0.41452097985294595,0.3824511245755955,0.39491697545334503,0.17676181393435783,0.2875945057315439,0.38501420475375486,0.3324674457460445,0.264597842457019,0.3573915353137971,0.2643885780345946,0.24605790758443133,0.2735156462377186,0.24880488790513336,0.33890688701917493
2024-09-01 19:00:00,0.49902336772675215,0.3919933804018468,0.35534692100198023,0.3688285921597537,0.15311539328302326,0.26288819042975026,0.3598432707668549,0.3085496504561952,0.24504707393599376,0.34070231043318533,0.23715743937436293,0.21948708783604945,0.24710513191461336,0.22277783897697417,0.31347218487138706
2024-09-01 20:00:00,0.49600620330134426,0.3893993586069116,0.3503561550339914,0.3623712797609064,0.15228305100098574,0.2579829336008427,0.3533011484960804,0.30435587063411507,0.24222576380712066,0.3405465350640792,0.23075494540572658,0.21195083526027717,0.24052789982058237,0.21747021789644136,0.307065170568332
2024-09-01 21:00:00,0.4898894661023837,0.3826607907458413,0.3416501318710496,0.3515844413580544,0.14628602984552835,0.24822328531638102,0.3418064767155721,0.29610226973104575,0.2354227598662818,0.33678135431367184,0.2190417449597195,0.19931825808684406,0.22888441266191284,0.206897436306142,0.2962592806824098
2024-09-01 22:00:00,0.48649570340418224,0.3790009346407177,0.3367583083030923,0.3437551745496768,0.1429885859378659,0.240823537948056,0.33223059764202945,0.29058987375232587,0.23044498671783253,0.3341783304989159,0.20954137205384885,0.18868665844292673,0.21921126360130927,0.19843868180063345,0.28741642387856425
2024-09-01 23:00:00,0.5017625026670028,0.39727311086532957,0.3388080286576699,0.3620399132522194,0.1746941889972978,0.2508836222965425,0.3180198334925142,0.28696569026959745,0.22751241209342957,0.27084580903712113,0.24694601037828465,0.1867111766203787,0.18784303049865675,0.18817489835951906,0.24398978700994614
