model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.02747742090894971,0.027489660515361357,0.027701552340966575,0.0277107186487798,0.027195294427695454,0.027206449595652618,0.0007678839028812945
baseline_gnn,0.015511848495532108,0.015530011856203898,0.015708510635123896,0.015728984159394607,0.015486649263025959,0.015506219215577,0.0002474009233992547
