strategy_id,run_tag,failure_model,contingency_method,reserve_ratio,mean_fusion_score,std_fusion_score,mean_warning_auprc,mean_warning_recall_top10,mean_rr,mean_priority,mean_sustainability,mean_cost,count,strategy_rank
STR_001,batts__c3po_ref__rr0p3,batts,c3po_ref,0.3,0.4018161975578122,0.287062485560459,0.9999051119069329,0.5860339506172839,0.36537893815645744,0.7027371746415079,0.3575724398216447,1681.0851908763543,24,1
STR_003,schloemer__c3po_ref__rr0p3,schloemer,c3po_ref,0.3,0.29255572750261744,0.23390907041014605,0.9997550858357064,0.4864969135802469,0.3590801901273097,0.644305399444524,0.3510672509484087,1778.120882932735,24,2
